,服务分类,服务ID,大分类名称,小分类名称,服务状态,服务名称,支付方式,场所名称,服务对象,快捷链接URL,场所X坐标,场所Y坐标,服务开始起始日期时间,服务开始结束日期时间,接收开始日期时间,接收结束日期时间,区域名称,图片路径,电话号码,服务使用开始时间,服务使用结束时间,取消期限基准信息,取消期限截止日期,结束日期,结束时间
357,本身,S250321123845458583,文化体验,公园探访,正在接收,（周末）寻找吧！梦之林历史故事,免费,成东区梅峰山治愈的森林小径,无限制（小学生、家庭、团体等）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321123845458583,127.04434,37.62026,2025-03-24 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 10:01:00,江北区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742528507393BJA5BAYV2VW5DRWRZOJLIDRT5,02-2289-4052,10:00,15:00,李龙日,3,20250430,0:00:00
358,本身,S250321125143457108,文化体验,公园探访,正在接收,GREEN 4 YOU,免费,成东区梅峰山治愈的森林小径,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321125143457108,127.04434,37.62026,2025-03-24 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 10:01:00,江北区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742529840102WTIOJIJWG13JJ16ZBRLNJBSHS,02-2289-4052,10:00,15:00,李龙日,3,20250430,0:00:00
359,本身,S250321131258427293,文化体验,公园探访,正在接收,一步步走进森林，低声讲故事,免费,成东区梅峰山治愈的森林小径,成人（有幼儿、小学生、中学生、高中生的家长）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321131258427293,127.04434,37.62026,2025-03-24 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 10:01:00,江北区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742530756240TR3F7N1OAT0P6Z5L0Z7ZKKXGY,02-2289-4052,10:00,12:00,李龙日,3,20250430,0:00:00
360,本身,S250321132432611488,文化体验,公园探访,正在接收,和孩子一起，跳进梦之林！,免费,成东区梅峰山治愈的森林小径,家庭,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321132432611488,127.04434,37.62026,2025-03-24 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 10:01:00,江北区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742531433123IP283JOF34WYMCSW8XBTXPBT1,02-2289-4052,15:00,17:00,李龙日,3,20250430,0:00:00
361,本身,S250408200455978726,文化体验,公园探访,正在接收,从指尖到脚尖，春天来了！春天！,免费,成东区梅峰山治愈的森林小径,成人（有幼儿、小学生、中学生、高中生的家长）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250408200455978726,127.04434,37.62026,2025-04-22 0:00:00,20250430 00:00:00.0,2025-04-08 10:00:00,2025-04-30 18:01:00,江北区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17441105063081UAXY7JD762EDY3V1QIJL846I,02-2289-4052,10:00,12:00,李龙日,3,20250430,0:00:00
362,本身,S250321095059515313,文化体验,公园探访,正在接收,（星期六）家庭生态郊游,免费,沙家正公园幼儿森林体验馆,家庭（6岁以上儿童需有监护人陪同）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321095059515313,127.10947,37.60641,2025-03-24 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 10:01:00,中浪区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742518546831M03AN559VP2HP2X5KZMW5TO4C,02-2289-4052,10:00,15:30,李龙日,3,20250430,0:00:00
363,本身,S250321100332082400,文化体验,公园探访,正在接收,激动人心的幼儿森林体验,免费,首尔香蒲园,幼儿（幼儿团体需有带队老师陪同）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321100332082400,127.10947,37.60641,2025-03-24 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 10:01:00,中浪区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17425192241405BVCRLEY9CR1OTING717IVHGN,02-2289-4052,10:00,11:30,李龙日,3,20250430,0:00:00
364,本身,S250321101048427543,文化体验,公园探访,正在接收,中浪露营森林昆虫探险队,免费,京春线森林小径,小学生（7岁~小学生，必须有监护人陪同）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321101048427543,127.10947,37.60641,2025-03-24 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 10:01:00,中浪区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742519658979BV9EOA0EI7L114RY5ATPQSXVU,02-2289-4052,14:30,16:00,李龙日,3,20250430,0:00:00
365,本身,S250321101816033953,文化体验,公园探访,正在接收,疗愈的花与树的故事,免费,超安山园艺中心本馆,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321101816033953,127.10947,37.60641,2025-03-21 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 10:01:00,中浪区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742780277716XQQUCQBTMR82R0HXHPM62J0WF,02-2289-4052,10:00,15:30,李龙日,3,20250430,0:00:00
366,本身,S250321121050310573,文化体验,公园探访,正在接收,中浪露营森林五感体验,免费,超安山园艺中心本馆,无限制（小学校团体、老年人团体、福利院团体、兴趣小组等）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321121050310573,127.10947,37.60641,2025-03-24 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 10:01:00,中浪区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742526898999RIWVARXH49G9W8QBWMX8G5WB8,02-2289-4052,10:00,11:30,李龙日,3,20250430,0:00:00
367,本身,S250324110435805499,文化体验,教育体验,正在接收,（4月19日，星期六）第17届郑顺王后文化节★工艺体验,有偿,超安山园艺中心本馆,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324110435805499,127.0176649,37.57810874,2025-04-19 0:00:00,20250419 00:00:00.0,2025-03-26 9:00:00,2025-04-18 12:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17428061687031N2M40C4NGNH9TP6Y8GMGWJGF,02-2148-1856,12:00,16:00,李龙日,1,20250419,0:00:00
368,本身,S250325173043185405,文化体验,教育体验,正在接收,（4月19日，星期六）第17届郑顺王后文化节★郑顺王后气息之路解说,免费,超安山园艺中心本馆,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250325173043185405,127.0176649,37.57810874,2025-04-19 0:00:00,20250419 00:00:00.0,2025-03-26 9:00:00,2025-04-18 12:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17428918674620VKSEY0I3ULHDXT1YYYD3M0CF,02-2148-1856,12:00,14:10,李龙日,1,20250419,0:00:00
369,本身,S250325175453791407,文化体验,教育体验,预约截止,（4月19日，星期六）第17届郑顺王后文化节★祭祀教育,免费,超安山园艺中心别馆（艺术工坊）,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250325175453791407,127.0176649,37.57810874,2025-04-19 0:00:00,20250419 00:00:00.0,2025-03-26 9:00:00,2025-04-18 12:00:00,钟路区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742893358085A89LTG1SZF8TADDSN9YGT1IWH,02-2148-1856,12:30,15:30,李龙日,1,20250419,0:00:00
370,本身,S250210090000108547,文化体验,山林休闲,正在接收,[圣东区] 麦峰山治愈森林步道 - 一般,免费,超安山园艺中心别馆（艺术工坊）,家庭（13岁以下儿童与老年人必须由1位监护人陪同）、成人、老年人、青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250210090000108547,127.0097105,37.54403823,2025-03-04 0:00:00,20250430 00:00:00.0,2025-02-26 0:01:00,2025-04-30 0:02:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17391458168316G888F6SQJGU72ZD3MRUTK9GA,02-2286-5673 / 010-4702-0283(산림치유지도사),10:00,16:00,李龙日,1,20250430,0:00:00
371,本身,S250220090801263165,文化体验,山林休闲,正在接收,[圣东区] 麦峰山治愈森林步道 - 老年人,免费,超安山园艺中心别馆（艺术工坊）,老年人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220090801263165,127.0097105,37.54403823,2025-03-04 0:00:00,20250430 00:00:00.0,2025-02-26 0:00:00,2025-04-30 0:02:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17405580333933YOBAVP8YG1H8C7GHMNR7627Z,02-2286-5673 / 010-4702-0283(산림치유지도사),14:00,16:00,李龙日,1,20250430,0:00:00
372,本身,S250220091920827265,文化体验,山林休闲,正在接收,[圣东区] 麦峰山治愈森林步道 - 青少年,免费,超安山园艺中心别馆（艺术工坊）,青少年,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220091920827265,127.0097105,37.54403823,2025-03-04 0:00:00,20250430 00:00:00.0,2025-02-26 0:01:00,2025-04-30 0:02:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740559053270VOXKJ6TC1T1CP10ZMCAVYHD3F,02-2286-5673 / 010-4702-0283(산림치유지도사),14:00,16:00,李龙日,1,20250430,0:00:00
373,本身,S250220092302506604,文化体验,山林休闲,正在接收,[圣东区] 麦峰山治愈森林步道（警察、消防员公务员）,免费,九宜阿里水文化遗址>光纳堤水边公园（中心入口位置）,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220092302506604,127.0097105,37.54403823,2025-03-04 0:00:00,20250530 00:00:00.0,2025-02-26 0:00:00,2025-05-29 0:00:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740557296029JRKQ1WFX5O0LX4RWO9ZSS4NZS,02-2286-5673 / 010-4702-0283(산림치유지도사),10:00,16:00,李龙日,1,20250530,0:00:00
374,本身,S250220092721769788,文化体验,山林休闲,正在接收,[圣东区] 麦峰山治愈森林步道 - 不孕夫妻,免费,首尔植物园,家庭（夫妻）、成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250220092721769788,127.0097105,37.54403823,2025-03-04 0:00:00,20250430 00:00:00.0,2025-02-26 0:01:00,2025-04-30 0:02:00,城东区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17400112859504KLP9EDMJC4ZJJBJTRGYVTEDS,02-2286-5673 / 010-4702-0283(산림치유지도사),10:00,16:00,李龙日,1,20250430,0:00:00
375,本身,S250328155113428826,文化体验,山林休闲,正在接收,（幼儿森林 4月）中浪区四街公园幼儿森林四季森林体验与生态游戏（幼儿团体/个人）,免费,首尔植物园,幼儿（幼儿）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250328155113428826,127.10717,37.58491,2025-04-01 0:00:00,20250430 00:00:00.0,2025-03-28 0:00:00,2025-04-28 0:00:00,中浪区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743145624269L33VMKN3M9KN2BA3SBCNO269M,02-2094-2394,13:30,17:00,李龙日,3,20250430,0:00:00
376,本身,S250321121802806534,文化体验,公园探访,正在接收,（周六，周日）春天开始,免费,梦想成长幼儿森林体验馆,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321121802806534,127.0472,37.68954,2025-03-21 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 10:01:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742527351860KITEGHF5D9FHVWJ4FIMR8IOOG,02-2289-4052,10:00,14:30,李龙日,3,20250430,0:00:00
377,本身,S250321124541811564,文化体验,公园探访,正在接收,（周末）与花香一起的火车旅行,免费,龙山历史博物馆,无限制（小学生、家庭、团体等）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321124541811564,127.09309,37.62445,2025-03-21 0:00:00,20250430 00:00:00.0,2025-03-24 10:00:00,2025-04-30 10:01:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742528915655Z9OOPXJECPMSIMU6SVCQ0MRRR,02-2289-4052,10:00,14:00,李龙日,3,20250430,0:00:00
378,本身,S250213155034243392,文化体验,教育体验,预约截止,[初安山园艺中心][周末][星期六]3~4月/园艺/四季花园,有偿,佛岩山森林治愈中心,成人（中学生以上的成人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250213155034243392,127.0466785,37.64749082,2025-03-22 0:00:00,20250426 00:00:00.0,2025-02-25 10:00:00,2025-04-25 11:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17401055558470R349PITR7WTOPGIPG8DF1XFR,02-2091-3789,10:00,15:30,李龙日,1,20250426,0:00:00
379,本身,S250221133039432962,文化体验,教育体验,正在接收,[初安山园艺中心][工作日][星期三][团体][园艺]道峰区内小学3、4年级/梦想花园（园艺）,有偿,佛岩山森林治愈中心,小学生（小学3~4年级团体）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250221133039432962,127.0466785,37.64749082,2025-03-18 0:00:00,20251126 00:00:00.0,2025-02-25 10:00:00,2025-11-14 17:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17401123479462L2QKE45AQ7PBXTHE4H6G5PUN,02-2091-3789,10:00,11:30,李龙日,15,20251126,0:00:00
380,本身,S250221141415303455,文化体验,教育体验,正在接收,[初安山园艺中心][工作日][星期四][团体][园艺/陶艺]一般团体/梦想花园（园艺/陶艺）,有偿,佛岩山森林治愈中心,无限制（4岁以上幼儿~成人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250221141415303455,127.0466785,37.64749082,2025-03-20 0:00:00,20251127 00:00:00.0,2025-02-25 10:00:00,2025-11-14 17:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740443019459ID6SE1ENCTU060A54V27K3Z89,02-2091-3789,10:00,15:30,李龙日,15,20251127,0:00:00
382,本身,S250324164355398915,文化体验,教育体验,预约截止,[初安山园艺中心][周末][星期六]4月/园艺/一起，植栽,有偿,佛岩山森林治愈中心,成人（4岁以上~成人，儿童需监护人陪同申请）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250324164355398915,127.0466785,37.64749082,2025-04-12 0:00:00,20250412 00:00:00.0,2025-03-25 10:00:00,2025-04-11 11:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174280240819353FOK6SXKVNEXMJIB2P9FNKP6,02-2091-3789,14:00,15:00,李龙日,1,20250412,0:00:00
383,本身,S250221145236301787,文化体验,教育体验,正在接收,[初安山园艺中心][工作日][星期五]3~4月/陶艺/用手捏造（2周课程）,有偿,佛岩山森林治愈中心,成人,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250221145236301787,127.0465989,37.64750857,2025-03-21 0:00:00,20250425 00:00:00.0,2025-02-25 10:00:00,2025-04-17 11:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740117327063CYWP9TDMYPCVPP46E13MBYYQR,02-2091-3789,10:30,11:30,李龙日,1,20250425,0:00:00
384,本身,S250221151118072391,文化体验,教育体验,预约截止,[初安山园艺中心][周末][星期六]3~4月/陶艺/用轮制陶（2周课程）,有偿,佛岩山森林治愈中心,成人（中学生以上的成人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250221151118072391,127.0465989,37.64750857,2025-03-22 0:00:00,20250426 00:00:00.0,2025-02-25 10:00:00,2025-04-25 11:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740118400180UIOV06GRO3GUYC0J7670N77JL,02-2091-3789,10:00,11:30,李龙日,1,20250426,0:00:00
385,本身,S250221152119323302,文化体验,教育体验,正在接收,[初安山园艺中心][工作日][星期五]3-4月/陶艺/与泥土亲近,有偿,杨川乡校,无限制（小学生以上成人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250221152119323302,127.0465989,37.64750857,2025-03-21 0:00:00,20250425 00:00:00.0,2025-02-25 10:00:00,2025-04-24 11:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740119455310SAVICXXER7VPNZA7585CHSWQQ,02-2091-3789,16:00,17:00,李龙日,1,20250425,0:00:00
386,本身,S250221154741197182,文化体验,教育体验,正在接收,[初安山园艺中心][周末][星期六]3~4月/陶艺/手绘陶器,有偿,安山公园管理事务所,无限制（小学生及以上成人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250221154741197182,127.0465989,37.64750857,2025-03-22 0:00:00,20250426 00:00:00.0,2025-02-25 10:00:00,2025-04-25 11:00:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1740121527389S9T1GCGHXDCJDB7QDKUX3TJCM,02-2091-3789,14:00,15:00,李龙日,1,20250426,0:00:00
387,本身,S250203142521003705,文化体验,教育体验,正在接收,2025年九宜阿里水文化遗产参观项目,免费,杜里幼儿森林体验馆,成人（10人以上团体）、儿童（班级团体）、幼儿（6~7岁）、青少年（班级团体）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250203142521003705,127.0928596,37.54425521,2025-03-04 0:00:00,20251226 00:00:00.0,2025-02-04 0:01:00,2025-12-20 0:02:00,广津区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=17387349307649F9L8MMIRRO88GS5QPSK76NT6,"02-3146-5953,5415",10:00,15:30,李龙日,7,20251226,0:00:00
388,本身,S240828180430585779,文化体验,展览/参观,正在接收,[4月/首尔植物园展览相关常设项目] 《节奏：以双重存在的方式》展览相关常设项目 <节奏使用说明书>,免费,安山公园管理事务所,家庭、成人、青少年（儿童和15岁以下青少年需有监护人陪同才能参加项目）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240828180430585779,126.8349375,37.57012223,2025-01-22 0:00:00,20250427 00:00:00.0,2025-01-22 0:05:00,2025-04-27 23:55:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1724927845201701VHJA3THY8H7KH6SBF7QBYE,02-2104-9773,11:30,16:40,李龙日,1,20250427,0:00:00
389,本身,S250321103229137003,文化体验,展览/参观,正在接收,[4月/首尔植物园策划展] 《节奏：以双重存在的方式》展览解说项目,免费,安山公园管理事务所,家庭、成人、青少年（未成年人需有监护人陪同参加）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250321103229137003,126.8349375,37.57012223,2025-04-05 0:00:00,20250426 00:00:00.0,2025-03-22 0:01:00,2025-04-26 11:30:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742525096883QZ3IGDXSZAFWG1RB0A4N9M5AL,02-2104-9775,11:00,11:50,李龙日,2,20250426,0:00:00
390,本身,S250403101750216244,文化体验,山林休闲,正在接收,（道峰区）梦想成长幼儿森林体验场周末家庭项目（星期六）,免费,安山公园管理事务所,幼儿（满3岁以上家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250403101750216244,127.0429617,37.63855163,2025-04-19 0:00:00,20250419 00:00:00.0,2025-04-03 9:00:00,2025-04-16 18:01:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743643139636EF4E2YO9VMBAB3YJ6NZEE9W61,02-2091-3786,10:30,12:00,李龙日,3,20250419,0:00:00
391,本身,S250310130115748206,文化体验,教育体验,预约截止,（周末）龙山LAB城市历史篇：蜿蜒，龙山电子市场（4月）,免费,安山公园管理事务所,儿童（小学1~6年级儿童）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250310130115748206,126.96581,37.52566,2025-04-12 0:00:00,20250426 00:00:00.0,2025-03-22 0:00:00,2025-04-23 0:00:00,龙山区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1741579538382HWY9UWD26L1DQA8K2JXTYK0NG,02-2199-7282,10:00,12:00,李龙日,3,20250426,0:00:00
392,本身,S250320155024938812,文化体验,山林休闲,正在接收,[不庵山希望森林（园艺处方）]诺元区不庵山治愈森林步道项目（免费/先到先得报名）,免费,安山公园管理事务所,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320155024938812,127.08109,37.65407,2025-04-01 0:00:00,20251114 00:00:00.0,2025-03-20 0:00:00,2025-11-14 0:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742453424683EPXTDTZN3IBKYPDTHKN1OPC2J,02-2116-0538,14:00,15:30,使用期间起始日,1,20251114,0:00:00
393,本身,S250320162139459903,文化体验,山林休闲,正在接收,[不庵山同行森林]诺元区不庵山治愈森林步道项目（免费/先到先得报名）,免费,安山公园管理事务所,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320162139459903,127.08109,37.65407,2025-04-01 0:00:00,20251114 00:00:00.0,2025-03-20 0:00:00,2025-11-14 0:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174245546163939SJVY53YDC96RTQAKAF4YXAY,02-2116-0546,14:00,15:30,使用期间起始日,1,20251114,0:00:00
394,本身,S250320163608437293,文化体验,山林休闲,正在接收,[不庵山活力森林]（上午）诺元区不庵山治愈森林步道项目（免费/先到先得报名）,免费,安山公园管理事务所,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320163608437293,127.08109,37.65407,2025-04-01 0:00:00,20251114 00:00:00.0,2025-03-20 0:00:00,2025-11-14 0:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742456234699AAXZ98NQY1RWACFSAIOPHL5EP,02-2116-0538,10:00,11:00,使用期间起始日,1,20251114,0:00:00
395,本身,S250320163915333531,文化体验,山林休闲,正在接收,[不庵山活力森林]（下午）诺元区不庵山治愈森林步道项目（免费/先到先得报名）,免费,安山公园管理事务所,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320163915333531,127.08109,37.65407,2025-04-01 0:00:00,20251114 00:00:00.0,2025-03-20 0:00:00,2025-11-14 0:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=174245645346011E65J5WZT28PSKEG5IOUCEA4,02-2116-0538,14:00,15:00,使用期间起始日,1,20251114,0:00:00
396,本身,S250320172801872611,文化体验,山林休闲,预约截止,[不庵山希望森林（星期五）（园艺处方）]诺元区不庵山治愈森林步道项目（免费/先到先得报名）,免费,安山公园管理事务所,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250320172801872611,127.08109,37.65407,2025-04-01 0:00:00,20251114 00:00:00.0,2025-03-20 0:00:00,2025-11-14 0:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742459376358N7WK6H4J3HIOPQSLAWZ1LTIIG,02-2116-0538,14:00,15:30,使用期间起始日,1,20251114,0:00:00
397,本身,S250402104338641962,文化体验,山林休闲,正在接收,[不庵山疗愈森林]（下午）诺元区不庵山治愈森林步道项目（免费/先到先得报名）,免费,嘟啦嘟啦游乐场,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250402104338641962,127.08109,37.65407,2025-04-07 0:00:00,20251114 00:00:00.0,2025-04-02 0:00:00,2025-11-14 0:00:00,芦原区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743558261733YROMEH3KL5CZTKDJH3DRFT9YX,02-2116-0538,14:00,15:30,使用期间起始日,1,20251114,0:00:00
398,本身,S240417180800416240,文化体验,教育体验,指南中,谦斋与许浚讲述的传统科学故事,收费（咨询费用）,首尔百济儿童博物馆,小学生,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240417180800416240,126.83999,37.57291,2025-05-01 0:00:00,20250612 00:00:00.0,2025-04-12 10:01:00,2025-06-12 0:01:00,江西区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1744091570062C095XMX0HNNJ8B42J69H5AOLU,,0:00,0:00,受理终止日,3,20250612,0:00:00
399,本身,S240814112647244993,文化体验,山林休闲,正在接收,[西大门区] 安山治愈森林步道 - 森林疗愈 '加法'森林项目<星期一上午>,免费,萤火虫幼儿森林体验馆,成人（女性）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240814112647244993,126.93806,37.57955,2025-04-07 0:00:00,20250428 00:00:00.0,2025-03-22 0:01:00,2025-04-26 0:02:00,西大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1723602454566JXK5LXJQGU2ZE1HNSYUW6P4M5,,10:00,12:00,李龙日,2,20250428,0:00:00
400,本身,S250403102039195805,文化体验,山林休闲,正在接收,（道峰区）哆哩幼儿森林体验场周末家庭项目（星期六）,免费,汉阳都城遗址展览馆,幼儿（满3岁以上家庭）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S250403102039195805,127.0292825,37.65270291,2025-04-19 0:00:00,20250426 00:00:00.0,2025-04-03 9:00:00,2025-04-23 18:01:00,道峰区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1743643356739CRQXA776O10MM3W95V4ZWJXWX,02-2091-3786,10:30,12:00,李龙日,3,20250426,0:00:00
401,本身,S240814113534957437,文化体验,山林休闲,正在接收,[西大门区] 安山治愈森林步道 - 森林疗愈 '减法'森林项目<星期二上午>,免费,天空幼儿森林体验馆,成人（青少年）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240814113534957437,126.93806,37.57955,2025-04-01 0:00:00,20250429 00:00:00.0,2025-03-22 0:01:00,2025-04-28 0:02:00,西大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1723603069712TU6N1DOX90NTBPU38OBQDSYTZ,,10:00,12:00,李龙日,2,20250429,0:00:00
402,本身,S240814114115500661,文化体验,山林休闲,正在接收,[西大门区] 安山治愈森林步道 - 森林疗愈 '黄土路'森林项目<星期四上午>,免费,超安山森林治愈中心,无限制,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240814114115500661,126.93806,37.57955,2025-04-03 0:00:00,20250424 00:00:00.0,2025-03-22 0:01:00,2025-04-23 0:02:00,西大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1723603302932X79YDV807D3CYUOECPM4GTF18,,10:00,12:00,李龙日,2,20250424,0:00:00
403,本身,S240814120059030409,文化体验,山林休闲,正在接收,[西大门区] 安山治愈森林步道 - 园艺疗愈 '安山四季花园'<星期五/上午班>,免费,超安山森林治愈中心,成人（轻度认知障碍，老年人）,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=S240814120059030409,126.93806,37.57955,2025-04-04 0:00:00,20250425 00:00:00.0,2025-03-22 0:01:00,2025-04-24 0:02:00,西大门区,https://yeyak.seoul.go.kr/web/common/file/FileDown.do?file_id=1742450995128DPHKHQOD773V3KSK3SQVR3Q8F,,10:00,12:00,李龙日,2,20250425,0:00:00
