"키","명칭","행정 시","행정 구","행정 동","전화번호","홈페이지주소","HTML사용여부","X 좌표","Y 좌표"
"BE_IW10-0609","Site of the Office of the Royal Genealogy ","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9805749000","37.5795174000"
"BE_IW10-0610","Site of Jongbusi Government Office","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9901739000","37.5764133000"
"BE_IW10-0611","Site of Lee Seokhyeong's Birthplace","Seoul","Jongno-gu","Ihwa-dong","","","Y ","126.9987981000","37.5791660000"
"BE_IW10-0612","Site of Lee Sang's House","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9713447000","37.5785049000"
"BE_IW10-0613","Site of Jeyonggam Government Office","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9792124000","37.5744174000"
"BE_IW10-0614","Site of Jesaengwon ","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9873971000","37.5784138000"
"BE_IW10-0615","Site of Jeong Cheol's Birthplace","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9696280000","37.5856345000"
"BE_IW10-0616","Site of Jeong Dojeon's House","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9792620000","37.5729289000"
"BE_IW10-0617","Site of Car Barn","Seoul","Jongno-gu","Jongno5.6ga-dong","","","Y ","126.9838679000","37.5704510000"
"BE_IW10-0618","Site of Jeonuigam Government Office","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9826182000","37.5744559000"
"BE_IW10-0619","Site of Yukuijeon Market","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9895626000","37.5705897000"
"BE_IW10-0620","Site of Jangheunggo Government Office","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9728685000","37.5761659000"
"BE_IW10-0621","Site of Jangwonseo Office","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9831241000","37.5807844000"
"BE_IW10-0622","Site of Jangyewon Office","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9748993000","37.5719600000"
"BE_IW10-0623","Jajudongsaem Spring","Seoul","Jongno-gu","Changsin2-dong","","","Y ","",""
"BE_IW10-0624","Site of Jasugung Palace","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9682289000","37.5822949000"
"BE_IW10-0625","Site of Ihyeongung Palace","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9990685000","37.5724941000"
"BE_IW10-0626","Site of Leehangbok's house","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9663079000","37.5781153000"
"BE_IW10-0627","Site of the Ijo","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0628","Site of house Leeyulgok lived","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9854649000","37.5731065000"
"BE_IW10-0629","Site of Yongdonggung Palace","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9806000000","37.5737000000"
"BE_IW10-0630","Site of Leesangjae's house","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9847947000","37.5801110000"
"BE_IW10-0631","Site of Imun gate","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9871408000","37.5704428000"
"BE_IW10-0632","Site of Premier Leedongnyeong","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9936940000","37.5716584000"
"BE_IW10-0633","Site of Uijeongbu","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0634","Site of Uiyeonggo","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9750315000","37.5736161000"
"BE_IW10-0635","Site of Uigeumbu","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9828000000","37.5711000000"
"BE_IW10-0636","Site of Yanghyeongo","Seoul","Jongno-gu","Hyehwa-dong","","","Y ","126.9965038000","37.5876981000"
"BE_IW10-0637","Site of Yajugae","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9748140000","37.5704230000"
"BE_IW10-0638","Site of Military officer academy","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9761849000","37.5704858000"
"BE_IW10-0639","Site of Wolsa Leejeonggwi's house","Seoul","Jongno-gu","Hyehwa-dong","","","Y ","126.9977977000","37.5819565000"
"BE_IW10-0640","Site of Wongaksa","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9734104000","37.5706533000"
"BE_IW10-0717","Site of Donyimun Gate","Seoul","Jongno-gu","Gyonam-dong","","","Y ","126.9668000000","37.5679670000"
"BE_IW10-0718","Site of Giroso Office","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0719","Site of Gidang Hyeonsangyun's house","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9855992000","37.5854729000"
"BE_IW10-0720","Site of the Western Camp of Gumwiyoung","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9891192000","37.5797453000"
"BE_IW10-0721","Site of Geumwiyeong","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9889201000","37.5768571000"
"BE_IW10-0722","Site of Kyujanggak","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9805749000","37.5795174000"
"BE_IW10-0723","Site of Naejasi","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9716000000","37.5754000000"
"BE_IW10-0724","Site of Naesusa","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9722000000","37.5729420000"
"BE_IW10-0725","Site of Kwansanggam","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9880143000","37.5780886000"
"BE_IW10-0726","Government Gyodong Elementary School","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9877457000","37.5748447000"
"BE_IW10-0727","Site of Gongjo","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9752391000","37.5722383000"
"BE_IW10-0728","Site of Kyeodonggung Palace","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9873971000","37.5784138000"
"BE_IW10-0729","Site of Gyeongjoamun","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9782088000","37.5721655000"
"BE_IW10-0730","Site of Gyeongugung Shrine","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9865825000","37.5773448000"
"BE_IW10-0731","Site of Kimsangyong's house","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9686906000","37.5867398000"
"BE_IW10-0732","Site of Kimsangok's house","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9780787000","37.5704440000"
"BE_IW10-0733","Site of Kimgajin's house","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9720433000","37.5772317000"
"BE_IW10-0734","Site of Gyeonggi Gamyeong","Seoul","Jongno-gu","Gyonam-dong","","","Y ","126.9669627000","37.5673135000"
"BE_IW10-0735","Site of Gamgodang","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9826151000","37.5780462000"
"BE_IW10-0736","Site of Seonchang","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9919031000","37.5707132000"
"BE_IW10-0737","Junganghaklim","Seoul","Jongno-gu","Hyehwa-dong","","","Y ","127.0003884000","37.5916677000"
"BE_IW10-0738","JongroYMCA","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9852910000","37.5706082000"
"BE_IW10-0739","Yousimsa","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9870006000","37.5821604000"
"BE_IW10-0740","Site of Kwonyul Dowon Sujib","Seoul","Jongno-gu","Gyonam-dong","","","Y ","126.9640074000","37.5732095000"
"BE_IW10-0741","Site of Gwanghyeowon","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9847615000","37.5780450000"
"BE_IW10-0742","Site of Gwansugyo","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9906000000","37.5691000000"
"BE_IW10-0743","Site of Gyeongsiseo","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9890881000","37.5705405000"
"BE_IW10-0744","Site of Gueongseong Electric Railway","Seoul","Jongno-gu","Changsin1-dong","","","Y ","127.0103711000","37.5709180000"
"BE_IW10-0745","Site of Gyeongmogung Palace","Seoul","Jongno-gu","Ihwa-dong","","","Y ","126.9990217000","37.5773513000"
"BE_IW10-0746","Seungdong Church","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9861167000","37.5715664000"
"BE_IW10-0747","In front of Bosingak Pavilion","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9835841000","37.5698422000"
"BE_IW10-0748","Boseongsa ","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9811467000","37.5738539000"
"BE_IW10-0749","Octagonal Seven-story Stone Pagoda in Changgyeonggung Palace ","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9950431000","37.5805909000"
"BE_IW10-0750","Monument 3.1 Spirit of praise","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9895626000","37.5705897000"
"BE_IW10-0751","Chimabawi Rock","Seoul","Jongno-gu","Muak-dong","","","Y ","126.9580981000","37.5760084000"
"BE_IW10-0752","Maebawi Rock","Seoul","Jongno-gu","Muak-dong","","","Y ","126.9580981000","37.5760084000"
"BE_IW10-0753","Daehanminguk Mother's Charter Monument","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9655759000","37.5722970000"
"BE_IW10-0754","Hamseokheon Poem Monument ","Seoul","Jongno-gu","Ihwa-dong","","","Y ","127.0024370000","37.5809403000"
"BE_IW10-0755","Seoul University Remains Memorial Monument","Seoul","Jongno-gu","Ihwa-dong","","","Y ","127.0024370000","37.5809403000"
"BE_IW10-0757","Monument of 20th Anniversary Hanguk Ilbo ","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9808095000","37.5885407000"
"BE_IW10-0758","Hamabi Stone","Seoul","Jongno-gu","Sungin2-dong","","","Y ","127.0183336000","37.5729800000"
"BE_IW10-0759","Seonbawi Rock","Seoul","Jongno-gu","Muak-dong","","","Y ","126.9564490000","37.5793566000"
"BE_IW10-0760","Relievo Print of 3.1 Independence ","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9895626000","37.5705897000"
"BE_IW10-0761","March First Movement Declaration of Independence Printing House [Bosungsa] Monument","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","",""
"BE_IW10-0762","Tapgol Park Memorial Stone","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9895626000","37.5705897000"
"BE_IW10-0763","Manhae Han Yongun Poetry Tombstone","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9895626000","37.5705897000"
"BE_IW10-0764","Stele for the Construction of Daewongaksa Temple at Wongaksa Temple Site, Seoul","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9886344000","37.5710789000"
"BE_IW10-0765","Site of the Monument on Bukhansan Mountain Commemorating the Border Inspection by King Jinheung","Seoul","Jongno-gu","Pyeongchang-dong","","","Y ","126.9555320000","37.6238013000"
"BE_IW10-0766","Monument for the 40th Anniversary of the Inauguration of King Gojong","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9775912000","37.5705151000"
"BE_IW10-0767","Min Lord Chungjeong","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9826182000","37.5744559000"
"BE_IW10-0768","Hyeonchungtap Memorial Tower(in Seoul National University Hospital)","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","",""
"BE_IW10-0769","The Statue of Yeom Sangseop","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9776750000","37.5700530000"
"BE_IW10-0770","The Statue of Inspector General Choe Gyusik","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9693998000","37.5907634000"
"BE_IW10-0771","The Statue of Lee Sangjae","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9776750000","37.5700530000"
"BE_IW10-0772","Son Byeonghui","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9883480000","37.5712060000"
"BE_IW10-0001","Heunginjimun Gate","","","","","","Y ","",""
"BE_IW10-0002","Eight Scenic Views of Cheonggyecheon","","","","","","Y ","",""
"BE_IW10-0003","Eight Items of Cheonggyecheon","","","","","","Y ","",""
"BE_IW10-0004","Eight Food of Cheonggyecheon","","","","","","Y ","",""
"BE_IW10-0005","Cheongun Park","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9672486000","37.5905601000"
"BE_IW10-0006","Sajik Park","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9681422000","37.5767822000"
"BE_IW10-0007","The Bugak Mountain Highway","Seoul","Jongno-gu","Pyeongchang-dong","","","Y ","126.9821995000","37.6076042000"
"BE_IW10-0008","Srairways of Rose","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9792620000","37.5729289000"
"BE_IW10-0009","Cheongwadae Sarangchae","Seoul","Jongno-gu","Cheongunhyoja-dong","02-723-0300"," http://www.cwdsarangchae.kr","Y ","126.9732577000","37.5826171000"
"BE_IW10-0010","Naksan Park","Seoul","Jongno-gu","Ihwa-dong","","","Y ","127.0044940000","37.5838167000"
"BE_IW10-0011","Yun Dong-ju Hill","Seoul","Jongno-gu","Cheongunhyoja-dong","","","Y ","126.9661694000","37.5891677000"
"BE_IW10-0012","[Ihwa dong]Ihwa Mural Village","Seoul","Jongno-gu","Ihwa-dong","02-2148-5303~4","","Y ","127.0072115000","37.5778598000"
"BE_IW10-0013","Jongno Tower","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9838679000","37.5704510000"
"BE_IW10-0014","Site of Magnolia's most rapidly bloom","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9792620000","37.5729289000"
"BE_IW10-0015","Cheongun of Inwangsan Mountain","","","","","","Y ","",""
"BE_IW10-0016","The Bugak Mountain Octagonal Pavilion","Seoul","Jongno-gu","Pyeongchang-dong","","","Y ","126.9807535000","37.6019212000"
"BE_IW10-0017","Horse rock of Samcheong Park","Seoul","Jongno-gu","Samcheong-dong","","","Y ","126.9808095000","37.5885407000"
"BE_IW10-0018","[Sejongno] Gwanghwamun Plaza","Seoul","Jongno-gu","Sajik-dong","02-120","http://square.sisul.or.kr/index.jsp","Y ","126.9773352000","37.5703945000"
"BE_IW10-0019","Eight Scenic Views of Bukchon ","Seoul","Jongno-gu","Gahoe-dong","","","Y ","",""
"BE_IW10-0641","Site of Wupodocheong","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9796420000","37.5730330000"
"BE_IW10-0642","Site of Usangak","Seoul","Jongno-gu","Sungin1-dong","","","Y ","127.0154862000","37.5792582000"
"BE_IW10-0643","Site of Umiguan","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9843088000","37.5747426000"
"BE_IW10-0644","Site of house Monk Yongseong lived","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","","Y ","126.9929660000","37.5721762000"
"BE_IW10-0189","Buddhist Museum of Art","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-739-2991","http://www.Buddha.co.kr","Y ","126.9827322000","37.5741253000"
"BE_IW10-0190","Kumho Museum of Art","Seoul","Jongno-gu","Samcheong-dong","02-720-5114","http://www.kumhomuseum.com","Y ","126.9798219000","37.5774770000"
"BE_IW10-0191","Daboseong Antique Shop(Gallery)","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-730-0310, 7566","http://www.daboseong.co.kr","Y ","126.9862771000","37.5753081000"
"BE_IW10-0192","Gallery La Mer","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-730-5454","http://www.gallerylamer.com/","Y ","126.9846413000","37.5724798000"
"BE_IW10-0193","Art Space Pool","Seoul","Jongno-gu","Pyeongchang-dong","02-396-4805","http://www.altpool.org","Y ","126.9592181000","37.6064155000"
"BE_IW10-0194","Gong Gallery","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-735-9938","http://www.gonggallery.com","Y ","126.9854287000","37.5737939000"
"BE_IW10-0195","Gallery Ihn","Seoul","Jongno-gu","Samcheong-dong","02-732-4677~8","http://www.galleryihn.com","Y ","126.9804626000","37.5817592000"
"BE_IW10-0196","Ice Gallery","Seoul","Jongno-gu","Samcheong-dong","02-737-8830","http://www.icegallery.co.kr","Y ","126.9825512000","37.5793438000"
"BE_IW10-0197","The British Council","Seoul","Jongno-gu","Sajik-dong","02-3702-0600","http://www.britishcouncil.or.kr","Y ","126.9722191000","37.5697705000"
"BE_IW10-0198","Bukchon Traditional Culture Center","Seoul","Jongno-gu","Gahoe-dong","02-3707-8388, 8270","http://bukchon.seoul.go.kr","Y ","126.9864295000","37.5790692000"
"BE_IW10-0199","China Cultural Center in Seoul","Seoul","Jongno-gu","Sajik-dong","02-733-8307~9","http://www.cccseoul.org","Y ","126.9713733000","37.5746207000"
"BE_IW10-0200","Japan Cultural Center","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-765-3011~3","http://www.kr.emb-japan.go.jp/cult/cul_guide_hist.htm","Y ","126.9866557000","37.5768055000"
"BE_IW10-0201","Yoo's Family","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-3673-0323","http://www.yoosfamily.com","Y ","126.9912619000","37.5765847000"
"BE_IW10-0202","1m Classic Art Hall","Seoul","Jongno-gu","Ihwa-dong","02-766-0884, 743-5001","http://www.playingcenter.com/03_G_10.htm","Y ","127.0037106000","37.5836832000"
"BE_IW10-0203","SM Star Hall","Seoul","Jongno-gu","Ihwa-dong","02-747-2070, 2090","","Y ","127.0037140000","37.5816082000"
"BE_IW10-0204","PCM Daehangno Ja-u Theater","Seoul","Jongno-gu","Ihwa-dong","02-739-8288","http://www.i-pmc.co.kr/theaterinfo/free.asp","Y ","127.0036117000","37.5827718000"
"BE_IW10-0205","Gallery Jungmiso","Seoul","Jongno-gu","Ihwa-dong","02-743-5378","http://www.galleryjungmiso.com","Y ","127.0047288000","37.5782411000"
"BE_IW10-0206","Space Lou","Seoul","Jongno-gu","Hyehwa-dong","02-765-1883","http://cafe.naver.com/spacelou","Y ","126.9990421000","37.5824099000"
"BE_IW10-0207","Kimdongsoo Playhouse","Seoul","Jongno-gu","Ihwa-dong","02-3675-4675","","Y ","127.0025796000","37.5765253000"
"BE_IW10-0208","Ggum Art Hall","Seoul","Jongno-gu","Ihwa-dong","02-766-2022","http://www.ggumart.com","Y ","127.0021477000","37.5827140000"
"BE_IW10-0209","Naksan Theater","Seoul","Jongno-gu","Hyehwa-dong","02-3676-5551","","Y ","127.0025623000","37.5836856000"
"BE_IW10-0210","Art Space Ak-Eo","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","02-766-2555","","Y ","127.0005765000","37.5837647000"
"BE_IW10-0211","Art Theater Moon","Seoul","Jongno-gu","Hyehwa-dong","02-745-8960","http://blog.naver.com/ellip77?Redirect=Log&logNo=60050220660","Y ","126.9969592000","37.5830700000"
"BE_IW10-0212","Arts Play Theater","Seoul","Jongno-gu","Ihwa-dong","02-747-4702","","Y ","127.0025176000","37.5822992000"
"BE_IW10-0213","Ashre Culture Center","Seoul","Jongno-gu","Ihwa-dong","02-744-0456","","Y ","127.0034997000","37.5801274000"
"BE_IW10-0214","Beautiful Theater","Seoul","Jongno-gu","Ihwa-dong","02-946-0502","","Y ","127.0000335000","37.5847132000"
"BE_IW10-0215","ARKO Arts Theater(Main Hall,Small Hall)","Seoul","Jongno-gu","Ihwa-dong","02-760-4840~3","http://artstheater.arko.or.kr","Y ","127.0028970000","37.5799333000"
"BE_IW10-0216","ARKO Art Center","Seoul","Jongno-gu","Ihwa-dong","02-760-4850~2","http://www.arkoartcenter.or.kr","Y ","127.0028970000","37.5799333000"
"BE_IW10-0217","Theater The Other","Seoul","Jongno-gu","Ihwa-dong","02-742-1602","","Y ","127.0034997000","37.5801274000"
"BE_IW10-0218","Theater SH","Seoul","Jongno-gu","Ihwa-dong","02-747-2265~6","http://www.theatersh.com","Y ","127.0034928000","37.5799234000"
"BE_IW10-0219","Inkel Art Hall 1,2","Seoul","Jongno-gu","Hyehwa-dong","02-741-0251","http://www.inkelarthall.com","Y ","127.0000193000","37.5837064000"
"BE_IW10-0220","INA Theater","Seoul","Jongno-gu","Hyehwa-dong","02-763-2151","http://cafe.daum.net/inatheater","Y ","127.0005825000","37.5839131000"
"BE_IW10-0221","Gallery IANG","Seoul","Jongno-gu","Hyehwa-dong","02-3672-0201","http://www.galleryiang.com","Y ","127.0020828000","37.5842584000"
"BE_IW10-0222","ERANG Theater","Seoul","Jongno-gu","Ihwa-dong","02-766-1717","http://erang.naool.com","Y ","127.0042836000","37.5797085000"
"BE_IW10-0223","The Museum Of Medicine","Seoul","Jongno-gu","Ihwa-dong","02-2072-2635","http://www.medicalmuseum.org","Y ","126.9991995000","37.5769331000"
"BE_IW10-0224","Wonderspace(Triangle,Square,Circle)","Seoul","Jongno-gu","Hyehwa-dong","02-763-1355","www.wonderspace.co.kr/","Y ","127.0023442000","37.5846227000"
"BE_IW10-0225","Woosuk Repertory Theater","Seoul","Jongno-gu","Hyehwa-dong","02-765-7501","http://edu.woosuk.ac.kr/~theater/theater/wcome.htm","Y ","126.9973146000","37.5843775000"
"BE_IW10-0226","Yechong Hall","Seoul","Jongno-gu","Ihwa-dong","02-744-7871","http://www.yechong.or.kr/","Y ","127.0023920000","37.5812068000"
"BE_IW10-0227","Life theater Tree & Water","Seoul","Jongno-gu","Hyehwa-dong","02-745-2124","http://www.treeandwater.com","Y ","127.0003603000","37.5848760000"
"BE_IW10-0228","Showtic Theater 1,2","Seoul","Jongno-gu","Ihwa-dong","02-744-2588","http://www.showtic.co.kr/","Y ","127.0030548000","37.5830151000"
"BE_IW10-0229","Stage Hwanhui","Seoul","Jongno-gu","Ihwa-dong","02-743-1974","http://cafe.daum.net/stagehwanhui","Y ","126.9996944000","37.5847350000"
"BE_IW10-0230","Hongsa Theater","Seoul","Jongno-gu","Sajik-dong","02-2677-1918","","Y ","127.0008036000","37.5843532000"
"BE_IW10-0231","Hummings Art Hall","Seoul","Jongno-gu","Ihwa-dong","02-764-8760","","Y ","127.0024462000","37.5825080000"
"BE_IW10-0232","Happy Theatre","Seoul","Jongno-gu","Hyehwa-dong","02-747-2070","http://www.papaproduction.com","Y ","",""
"BE_IW10-0233","Haneol Theater","Seoul","Jongno-gu","Hyehwa-dong","02-766-7010","http://www.haneol.net/","Y ","126.9985235000","37.5847055000"
"BE_IW10-0234","Hanyang Repertory Theater","Seoul","Jongno-gu","Hyehwa-dong","02-764-6460","","Y ","127.0019925000","37.5839674000"
"BE_IW10-0235","Arts Council Korea","Seoul","Jongno-gu","Ihwa-dong","02-760-4500, 4600","http://www.arko.or.kr","Y ","127.0029704000","37.5811989000"
"BE_IW10-0236","Hakchon Blue","Seoul","Jongno-gu","Ihwa-dong","02-763-8233","http://www.hakchon.co.kr/","Y ","127.0037202000","37.5820901000"
"BE_IW10-0237","Hakchon Green","Seoul","Jongno-gu","Ihwa-dong","02-763-8233","http://www.hakchon.co.kr/","Y ","127.0030779000","37.5839027000"
"BE_IW10-0238","Dongsoong Stage Theater","Seoul","Jongno-gu","Hyehwa-dong","02-763-3396","http://club.cyworld.com/club/main/club_main.asp?club_id=50494709","Y ","127.0005348000","37.5864953000"
"BE_IW10-0239","Dongsoong Gallery","Seoul","Jongno-gu","Hyehwa-dong","02-745-0011","","Y ","127.0009638000","37.5841497000"
"BE_IW10-0240","Dongduk Women`s University Performing Arts Center","Seoul","Jongno-gu","Ihwa-dong","02-940-4578","","Y ","127.0033277000","37.5837434000"
"BE_IW10-0241","The Good Theater","Seoul","Jongno-gu","Hyehwa-dong","02-741-7251","http://cafe.daum.net/theaterill","Y ","127.0019925000","37.5839674000"
"BE_IW10-0242","Daehangno Theater Woori","Seoul","Jongno-gu","Ihwa-dong","02-745-0308","http://www.jtculture.com/theater01.htm","Y ","127.0025176000","37.5822992000"
"BE_IW10-0243","Hypertheque NADA","Seoul","Jongno-gu","Ihwa-dong","02-766-3390","http://cafe.naver.com/inada/","Y ","127.0037106000","37.5836832000"
"BE_IW10-0244","Theater Poonggimulan Center","Seoul","Jongno-gu","Cheongunhyoja-dong","070-8113-3108","","Y ","126.9988242000","37.5844353000"
"BE_IW10-0570","Site of Hanseong Provisional Government","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9713114000","37.5739782000"
"BE_IW10-0020","Samcheongdong [Movie 'Blossom Again' (2005)]","Seoul","Jongno-gu","Gahoe-dong","","http://www.sarangni.co.kr","Y ","126.9864295000","37.5790692000"
"BE_IW10-0021","Jil-siru[SBS Drama 'Golden Bride' (2007)]","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","http://www.jilsr.com ","Y ","126.9906319000","37.5749057000"
"BE_IW10-0022","Changdeokgung Palace[Movie 'Chihwaseon' (2002)]","Seoul","Jongno-gu","Jongno1.2.3.4ga-dong","","http://www.chihwaseon.com","Y ","126.9913206000","37.5827758000"
"BE_IW10-0023","[Winter sonata] Source of Korean Wave, Choongang High School","Seoul","Jongno-gu","Gahoe-dong","","http://www.kbs.co.kr/end_program/drama/winter/","Y ","126.9864633000","37.5843579000"
"BE_IW10-0024","be famous for Drama Filming Site 'Pyeongchang-dong'","Seoul","Jongno-gu","Pyeongchang-dong","","","Y ","126.9684778000","37.6064054000"
"BE_IW10-0025","Gwanghwamun Plaza[KBS Drama 'Iris' (2009)]","Seoul","Jongno-gu","Sajik-dong","","","Y ","126.9773352000","37.5703945000"
"BE_IW10-0026","Buam-dong [MBC Drama 'Wifequeen' (2009)]","Seoul","Jongno-gu","Buam-dong","","http://www.imbc.com/broad/tv/drama/wifequeen/ ","Y ","126.9640471000","37.5924399000"
"BE_IW10-0027","Company Building of Space [SBS Drama 'A Gentlemans Dignity' (2012)]","Seoul","Jongno-gu","Gahoe-dong","","","Y ","126.9887515000","37.5777066000"
"BE_IW10-0028","Marronnier Park [SBS Drama 'Okprince'(2012)]","Seoul","Jongno-gu","Ihwa-dong","","http://tv.sbs.co.kr/okprince/ ","Y ","127.0024370000","37.5809403000"
"BE_IW10-0029","Bukchon [MBC Drama 'She was Pretty'(2015)]","Seoul","Jongno-gu","Gahoe-dong","","http://www.imbc.com/broad/tv/drama/she/index.html","Y ","126.9832136000","37.5831181000"
"BE_IW10-0030","Song's Kitchen [MBC Drama 'Triple'(2009)]","Seoul","Jongno-gu","Buam-dong","02-395-1713","http://www.imbc.com/broad/tv/drama/triple/ ","Y ","126.9601611000","37.6006352000"
"BE_IW10-0031","Yun Dong-ju Hill [MBC Drama 'Fated to Love You'(2014)]","Seoul","Jongno-gu","Cheongunhyoja-dong","","http://www.imbc.com/broad/tv/drama/dlove/ ","Y ","126.9668414000","37.5919912000"
"BE_IW10-0032","Caf? Mone[MBC Drama 'GreatestLove'(2011)]","Seoul","Jongno-gu","Pyeongchang-dong","","http://www.imbc.com/broad/tv/drama/greatestlove/ ","Y ","126.9747910000","37.6123885000"
"BE_IW10-0033","Baekseok-dong 2gil 31[Movie 'Eungyo' (2012)]","Seoul","Jongno-gu","Buam-dong","","","Y ","126.9698026000","37.5984038000"
